title,budget,revenue,runtime,vote_average,vote_count,is_franchise,log_popularity,language_category,release_year,release_month,num_genres,genre_action,genre_adventure,genre_animation,genre_comedy,genre_horror,genre_drama,genre_family,genre_fantasy,genre_science_fiction,genre_thriller,has_famous_actor,num_famous_actors,is_usa_production,has_major_studio
Fifty Shades Darker,55000000,381545846,118,6.476,7826,1,1.9218369874227181,en,2017,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Jack Reacher: Never Go Back,60000000,162100000,118,5.992,5129,1,2.255325756509785,en,2016,10,4,1,0,0,0,0,1,0,0,0,1,1,1,1,1
Contraband,25000000,96262212,109,6.334,2135,0,2.0386586088966614,en,2012,1,4,1,0,0,0,0,1,0,0,0,1,1,1,1,1
The Bubble,0,0,127,4.613,485,0,2.2720640279260933,en,2022,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
Toc Toc,0,0,96,7.103,1241,0,2.07159836421881,es,2017,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Exorcism of God,1500000,0,98,7.094,1127,0,1.9673081417345808,en,2022,3,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Conquest 1453,16000000,35000000,160,6.0,192,0,1.8059088923324744,other,2012,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
The Man from Toronto,75000000,0,113,6.374,465,0,2.1569811191352537,en,2022,12,3,1,1,0,1,0,0,0,0,0,0,1,1,1,0
Dracula Untold,70000000,217124280,92,6.447,6352,0,1.840438516113079,en,2014,10,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1
The Creator,80000000,104272136,134,7.027,3559,0,2.171382415378193,en,2023,9,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0
The Princess Switch: Switched Again,10000000,0,97,6.803,905,1,2.0478992736699575,en,2020,11,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Recoil,0,0,94,5.777,188,0,1.823532646409692,en,2012,4,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0
I Hate Kids,0,0,89,5.818,56,0,1.8620470577626074,en,2019,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Non-Stop,50000000,222809600,107,6.8,5553,0,1.9072435680567323,en,2014,2,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Elevation,18000000,3300000,91,6.454,832,0,2.9412127277781863,en,2024,11,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0
The Croods,135000000,587204668,98,6.928,7336,1,2.2233903590224977,en,2013,3,4,0,1,1,1,0,0,1,0,0,0,1,1,1,0
Life,58000000,100541806,104,6.446,7687,0,1.8687205103641833,en,2017,3,4,0,0,0,0,1,0,0,0,1,1,1,1,1,1
The Good Dinosaur,175000000,332207671,93,6.739,5831,0,2.063324862921299,en,2015,11,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0
The Strangers: Chapter 1,8500000,48166448,91,5.633,624,1,2.1733074972760726,en,2024,5,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
My Hero Academia: You're Next,0,32224616,110,7.2,177,1,2.5454920551492055,ja,2024,8,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Exit 8,0,32100000,95,6.117,77,0,2.174842626443089,ja,2025,8,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Memoir of a Snail,4350000,7,94,8.062,682,0,2.0264757968948803,en,2024,10,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0
CSI: Immortality,0,0,87,7.2,66,0,2.3095209839951583,en,2015,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spontaneous,0,0,102,6.798,559,0,2.247294345743259,en,2020,10,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Catch.44,7000000,0,93,5.064,359,0,1.803737445987462,en,2011,12,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Royalteen,0,0,107,5.827,179,1,2.1808128610641346,other,2022,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Project X,12000000,102731865,88,6.886,6611,0,2.096360112118532,en,2012,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
P!nk: All I Know So Far,0,0,99,7.7,54,0,1.8342919999467575,en,2021,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fast X,340000000,704709660,142,7.016,6103,1,2.872711168131986,en,2023,5,5,1,1,0,0,0,0,0,0,0,1,1,1,1,1
Fractured,0,0,101,6.748,2757,0,2.704209501716272,en,2019,9,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Le Pupille,0,0,39,7.057,115,0,1.8310122331497563,it,2022,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Captive State,25000000,8808611,110,5.652,1211,0,1.841263664131144,en,2019,3,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Every Day,4900000,10400000,97,7.25,2272,0,1.8386589583083373,en,2018,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Terminator: Dark Fate,185000000,261119292,128,6.4,5438,1,1.9233285210540128,en,2019,10,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1
One of Them Days,14000000,51896264,97,6.625,228,1,1.8252103638175285,en,2025,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Ugly Stepsister,4250000,5325096,109,7.3,660,0,4.097129015365214,other,2025,3,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Hypnotic,0,0,89,6.033,663,0,2.2982256042165927,en,2021,10,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Black Lotus,0,0,93,6.5,180,0,2.118878577587509,en,2023,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Suicide Squad,175000000,749200054,122,5.92,21703,1,1.9800769036568278,en,2016,8,3,1,1,0,0,0,0,0,1,0,0,1,2,1,1
Whisper If I Forget,0,0,123,7.3,57,0,2.2308957321022005,other,2014,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Sea Beast,0,0,115,7.325,1608,1,1.838022633697693,en,2022,6,5,1,1,1,0,0,0,1,1,0,0,0,0,1,0
Now You See Me: Now You Don't,90000000,77900000,112,6.906,90,1,4.869489461252924,en,2025,11,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0
The Bling Ring,15000000,19145732,90,5.427,3096,0,1.9113039156522376,en,2013,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The First Omen,30000000,53992802,119,6.85,1189,1,1.813178436601355,en,2024,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Deep Cover,0,0,99,6.707,454,0,1.9246281423024794,en,2025,6,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Subservience,4400000,262793,105,6.639,890,0,2.074202843631634,en,2024,8,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Diabolik,11000000,3189418,133,6.083,609,1,2.2812082272344605,it,2021,12,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hangover Part III,103000000,362000072,100,6.21,8974,1,2.3413537809223937,en,2013,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Baywatch,69000000,177900000,116,6.091,8323,0,1.9138591008901578,en,2017,5,3,1,0,0,1,0,0,0,0,0,0,1,1,1,1
Ice Age: Collision Course,105000000,408579038,95,6.115,4762,1,1.8695997533463913,en,2016,6,5,0,1,1,1,0,0,1,0,1,0,0,0,1,1
Eliminators,0,0,95,6.426,190,0,2.9363643617466377,en,2017,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Jupiter Ascending,176000000,184000000,127,5.459,6930,0,2.241326520273193,en,2015,2,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1
IF,110000000,190309707,104,7.019,1459,0,2.5693550228651403,en,2024,5,3,0,0,0,1,0,0,1,1,0,0,1,2,1,1
Friends with Benefits,35000000,149500000,110,6.65,8205,0,2.0728322483399007,en,2011,7,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0
Dark Phoenix,200000000,252442974,114,5.963,6844,1,1.9532829033847263,en,2019,6,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1
Love & Other Drugs,30000000,102800000,112,7.038,5415,0,2.081826196129978,en,2010,11,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Secret Magic Control Agency,0,0,104,7.0,387,1,1.8014127262561934,other,2021,3,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0
KPop Demon Hunters,100000000,24619953,96,8.219,1893,0,4.510539675156473,en,2025,6,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0
Champions,0,9263009,124,6.723,460,0,2.19749120845365,en,2023,3,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0
Immaculate,9000000,35340015,89,6.224,1511,0,2.7066291919467633,en,2024,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
All Star Superman,3500000,0,76,6.842,531,0,1.8042149104954008,en,2011,1,4,1,1,1,0,0,0,0,0,1,0,1,1,1,0
Looking Glass,0,0,103,4.751,327,0,1.8766825561458929,en,2018,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Indiana Jones and the Dial of Destiny,294700000,383963057,155,6.533,3857,1,2.1118240234862227,en,2023,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Think Like a Man Too,24000000,70181428,105,6.4,577,1,1.927062208757588,en,2014,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shin Godzilla,15000000,78053145,120,7.22,1468,0,1.9540625420971307,ja,2016,7,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Seven Psychopaths,15000000,33035736,110,6.822,4116,0,2.236680305606327,en,2012,10,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Insidious: The Red Door,16000000,189086877,107,6.536,1870,1,1.98654469743721,en,2023,7,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Heretics,0,0,87,4.889,104,0,2.4188647769611222,en,2017,11,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Les Misérables,61000000,442636309,158,7.315,5451,0,2.0100244730911574,en,2012,12,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Uncanny,0,0,91,5.932,183,0,2.359910159613315,en,2015,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Cinderella,95000000,543514353,105,6.827,7248,0,2.7541064728608955,en,2015,3,4,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Two Eyes Staring,0,0,112,5.353,58,0,2.084491270311942,other,2010,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bad Boys: Ride or Die,100000000,404547819,115,7.345,3112,1,2.6096358750839426,en,2024,6,5,1,1,0,1,0,0,0,0,0,1,1,1,1,1
The Tunnel,135000,0,90,5.756,418,0,2.1962018322885353,en,2011,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Tinker Bell and the Legend of the NeverBeast,0,0,77,7.4,1152,1,1.8137492454529742,en,2014,12,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Ferry 2,0,0,94,5.919,118,1,1.853387509020876,other,2024,12,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Body,0,0,90,6.2,69,0,1.8075343883434172,other,2015,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Survive,5270000,0,90,5.827,324,0,2.1324015712922098,fr,2024,6,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Centauro,0,0,89,6.115,126,0,1.8880540128721344,es,2022,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Extremity,0,0,103,5.29,81,0,2.39865861774011,en,2018,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 1,250000000,954305868,146,7.738,19853,1,2.8421264452681703,en,2010,11,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1
Kandahar,30000000,9400000,119,6.808,1162,0,2.4919319147247534,en,2023,5,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
The Home,0,1001930,95,6.491,108,0,2.2074938892127216,en,2025,7,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Night Clerk,0,302127,90,6.206,865,0,1.9344591212910374,en,2020,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Old Dads,0,0,102,6.212,411,0,2.448752563059025,en,2023,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Vatican Tapes,13000000,1784763,91,5.366,798,0,1.84254763606016,en,2015,7,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Novice,0,24322,94,6.408,206,0,1.931217017453928,en,2021,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Annabelle: Creation,15000000,306592201,110,6.604,5856,1,1.9326656842097643,en,2017,8,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Love Untangled,0,0,121,8.447,124,0,2.0147163364512073,ko,2025,8,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Wetlands,0,0,109,5.297,303,0,2.028174562735505,de,2013,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The In-Laws,0,2298938,81,6.6,60,1,2.3942796534080295,other,2021,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leo,0,0,102,7.392,1282,1,2.106290364562469,en,2023,11,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Pelé: Birth of a Legend,0,27312,107,7.3,1125,0,2.5125461355914176,en,2016,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Coffee Town,2000000,0,87,6.466,104,0,2.3756403683997798,en,2013,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Fist Fight,22000000,41087017,91,6.053,1281,0,1.9838938336679197,en,2017,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Get Hard,40000000,111800000,100,6.0,2806,0,1.8217227204134343,en,2015,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Cloudy with a Chance of Meatballs 2,78000000,248384621,94,6.451,3379,1,1.9341411654553144,en,2013,9,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Soundtrack to a Coup d'Etat,0,311457,150,7.565,54,0,1.8305153307648194,fr,2024,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prey,0,0,86,6.019,342,0,1.9899817151370183,en,2024,3,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Misericordia,0,1703284,104,6.3,129,0,2.2516496293142927,fr,2024,10,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Fountain of Youth,0,0,126,6.3,748,0,1.8060239132417595,en,2025,5,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Love Likes Coincidences,0,13585314,118,6.8,100,1,2.173512317376468,other,2011,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Madame Claude,0,0,112,5.661,227,0,2.0931965069121716,fr,2021,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hellions,0,0,80,3.93,151,0,1.9355134328727512,en,2015,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Dilemma,70000000,67112664,111,5.328,889,0,2.3202678278463535,en,2011,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1
London Has Fallen,60000000,205754447,99,6.218,4942,1,1.8390246616951693,en,2016,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Incredibles 2,200000000,1243225667,118,7.457,13350,1,2.870084012949443,en,2018,6,4,1,1,1,0,0,0,1,0,0,0,1,2,1,0
Boss Level,45000000,2000000,101,6.858,1783,0,1.8448261901647471,en,2021,2,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Troll,0,0,104,6.583,1832,1,2.1596611567812536,other,2022,11,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Stitches,100000,95000,86,6.283,430,0,2.491120636254468,en,2012,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Big Eyes,10000000,28900000,106,6.978,3557,0,1.9859135228827764,en,2014,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
JJ+E,0,0,91,5.799,159,0,2.2612733952554063,other,2021,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Old Way,0,0,95,5.708,255,0,1.7369688382118855,en,2023,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Taken 2,45000000,376100000,91,6.365,6915,1,2.347252484489205,en,2012,9,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Courageous,1000000,35690739,129,7.6,388,0,2.072492452591629,en,2011,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Death in Buenos Aires,26000000,0,90,5.9,65,0,2.5976026945439736,es,2014,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jurassic World,150000000,1671537444,124,6.699,21100,1,2.50218976591056,en,2015,6,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1
The Elixir,0,0,118,6.034,131,0,3.2003614873702437,other,2025,10,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Smallfoot,80000000,214115531,96,6.822,1584,0,1.8670215370618484,en,2018,9,4,0,1,1,1,0,0,1,0,0,0,1,1,1,0
The Keeping Room,0,0,95,5.745,220,0,1.7935744877516153,en,2014,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Red One,250000000,185700759,124,7.0,2714,0,2.9037869263456275,en,2024,10,3,1,0,0,1,0,0,0,1,0,0,1,3,1,0
Ghostbusters: Frozen Empire,100000000,201967521,115,6.482,1968,1,1.950158255915745,en,2024,3,3,0,1,0,1,0,0,0,1,0,0,0,0,1,1
Babylon,78000000,65267446,189,7.374,3531,0,1.9535523018479488,en,2022,12,2,0,0,0,1,0,1,0,0,0,0,1,1,1,1
Mars Needs Moms,150000000,39000000,88,5.952,744,0,1.9291708250510153,en,2011,3,3,0,1,1,0,0,0,1,0,0,0,1,1,1,1
"Norte, The End of History",0,0,250,7.344,61,0,2.0476541329385975,other,2014,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Falling for Christmas,0,0,95,6.231,842,0,1.8655054711165393,en,2022,11,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0
The Debt,20000000,45636368,113,6.6,926,0,1.7909424689074978,en,2010,9,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Purge: Anarchy,9000000,111928365,103,6.629,6575,1,2.109922248933423,en,2014,7,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Bruised,11000000,0,129,6.826,460,0,2.293685609807013,en,2021,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Midway,100000000,127400000,138,7.111,2599,0,2.074215409208237,en,2019,11,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Fast Charlie,20000000,0,90,6.207,242,0,1.905058392187402,en,2023,12,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
The Marching Band,6100000,26252618,103,7.342,408,0,2.6391001858397747,fr,2024,11,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Warhorse One,0,0,125,7.2,318,0,1.9014356589534838,en,2023,6,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Lucy in the Sky,0,481707,125,5.018,223,0,1.8628235276590592,en,2019,9,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Monolith,0,12480,94,6.035,172,0,2.056965844914651,en,2023,10,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Senna,0,8212430,106,8.115,1130,0,1.8465948164666615,en,2010,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Body,0,0,107,7.52,1349,0,2.2098994660358136,es,2012,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ouija,5000000,103600000,89,5.146,2725,1,1.8999559597050895,en,2014,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Snow White and the Huntsman,170000000,396600000,127,5.987,8069,1,2.0724169267428714,en,2012,5,3,0,1,0,0,0,1,0,1,0,0,1,1,1,1
G20,0,0,108,6.46,606,0,1.8512540410136948,en,2025,4,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Glass,20000000,246999039,129,6.664,8834,0,1.8057281184554508,en,2019,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1,0
Maleficent,180000000,758539785,97,7.089,13476,1,2.3689157572833213,en,2014,5,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1
Peter Rabbit 2: The Runaway,45000000,153000000,93,7.1,857,1,1.9452956745902563,en,2021,3,4,0,1,1,1,0,0,1,0,0,0,1,1,1,1
Te3n,5069632,4817642,136,6.868,102,0,1.8539514894845026,hi,2016,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Megamind,130000000,321885765,96,7.012,7222,1,2.5287640328517766,en,2010,10,5,1,0,1,1,0,0,1,0,1,0,1,1,1,0
Yuli,0,0,115,6.948,96,0,2.5605241962465892,es,2018,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Assessment,8000000,279328,114,6.9,338,0,1.8273196446266058,en,2025,3,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Blitz,0,0,120,6.0,221,0,1.8139937781115292,en,2024,11,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Circle,18000000,40651864,110,5.521,4509,0,1.9977161691194436,en,2017,4,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Screamboat,2000000,393011,102,5.093,102,1,2.1333258514859876,en,2025,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Kills on Wheels,0,0,105,7.1,54,0,1.7928255674100526,other,2016,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Blue Valentine,1000000,15440333,112,7.0,3405,0,2.0359989288369977,en,2010,12,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Detachment,0,1681521,98,7.615,1877,0,1.9573727728748036,en,2011,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Springsteen: Deliver Me from Nowhere,55000000,16100000,120,7.005,105,0,2.2129666842848272,en,2025,10,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Take Shelter,5000000,3741098,120,7.043,1885,0,2.2739180929786595,en,2011,9,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0
The Lesson,0,310746,103,5.714,77,0,1.9102533632758443,en,2023,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Viking Wolf,0,0,97,5.788,354,0,2.5635098603440634,other,2022,11,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,75000000,180513586,100,7.211,1488,1,1.8586545864106372,en,2023,7,4,1,0,1,1,0,0,0,0,1,0,0,0,1,1
Koko-di Koko-da,0,0,86,5.8,75,0,2.063858250452677,other,2019,8,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Shutter Island,80000000,294804195,138,8.201,25046,0,2.5708779027027466,en,2010,2,3,0,0,0,0,0,1,0,0,0,1,1,2,1,1
NYAD,0,0,121,7.095,502,0,1.9947411287183123,en,2023,10,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Here,40000000,15397270,105,6.541,572,0,1.9848698391340467,en,2024,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Bad Guys: Reign of Chaos,0,0,114,6.974,154,0,1.869846419500421,ko,2019,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prosecutor,38500000,128093757,117,7.4,102,0,4.574877974867992,other,2024,12,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Sicario: Day of the Soldado,35000000,75836683,122,6.939,3852,1,2.2181159363675955,en,2018,6,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Spider-Man: No Way Home,200000000,1921847111,148,7.937,21271,1,2.816354379929264,en,2021,12,3,1,1,0,0,0,0,0,0,1,0,1,4,1,1
Christmas Waltz,0,0,85,7.07,57,0,1.983398593466305,en,2020,11,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Furry Vengeance,35000000,36236710,92,5.036,628,0,2.648385118780475,en,2010,4,2,0,0,0,1,0,0,1,0,0,0,1,1,1,0
The Fallout,0,0,96,7.534,1249,0,1.8861146477092008,en,2021,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Dumplin',0,0,110,6.772,1417,0,2.3065671540546178,en,2018,12,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Wallace & Gromit: Vengeance Most Fowl,0,191452,79,7.5,564,0,2.2156100789796387,en,2024,12,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Metalocalypse: Army of the Doomstar,0,0,83,6.556,62,1,1.7934247485471162,en,2023,8,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0
My Fault: London,0,0,118,7.432,488,1,2.6492551545917045,en,2025,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Honey Don't!,20000000,7445237,89,5.7,209,0,2.240582021552313,en,2025,8,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0
Quantum Love,0,5652523,82,5.714,238,0,1.8240975771399996,fr,2014,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oppenheimer,100000000,952000000,181,8.046,10949,0,2.880517811286775,en,2023,7,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1
Bad Tales,0,0,98,6.7,600,0,2.0057680904928192,it,2020,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Road House,85000000,0,121,6.9,2757,1,2.5713518943326723,en,2024,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Insidious,1500000,100106454,102,6.942,7111,1,2.327082564594433,en,2011,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Deadwood: The Movie,0,0,110,6.7,429,0,1.8818591281178267,en,2019,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Frankenstein,120000000,144496,150,7.873,1322,0,6.603217137863384,en,2025,10,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Morning Glory,40000000,60040976,107,6.364,1571,0,2.3892855883316484,en,2010,11,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1
Gone Girl,61000000,370890259,149,7.889,19403,0,2.8735589898463094,en,2014,10,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Aztec Batman: Clash of Empires,0,0,90,7.861,115,0,3.0062418539385782,es,2025,9,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0
The Hunger Games: Mockingjay - Part 1,125000000,755356711,123,6.815,16377,1,2.408484463443548,en,2014,11,3,0,1,0,0,0,0,0,0,1,1,1,1,1,0
Anora,6000000,56286295,139,7.052,2727,0,2.6927808828158715,en,2024,10,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Zola,5000000,3500000,86,6.194,255,0,2.2939680728869316,en,2021,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Photocopier,0,0,130,6.9,268,0,1.8194394850013644,other,2021,10,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Heaven Is for Real,12000000,101300000,99,6.758,856,0,1.8519604719188119,en,2014,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A Quiet Place Part II,55000000,297372261,96,7.451,7070,1,2.03804646631345,en,2021,5,3,0,0,0,0,1,0,0,0,1,1,0,0,1,1
Darkest Hour,30000000,150847207,125,7.352,5347,0,2.5665327186679456,en,2017,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Disenchanted,0,0,118,6.7,1143,1,1.893217379618614,en,2022,11,3,0,0,0,1,0,0,1,1,0,0,0,0,1,1
The Immigrant,16000000,5867686,117,6.322,857,0,2.0706908659526193,en,2013,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Sleeping Beauty,10000000,408680,102,5.4,651,0,1.816143090996248,en,2011,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PK,13000000,118920000,153,7.699,1081,0,2.0305926257845552,hi,2014,12,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0
